,Text ID,Negative,Neutral,Positive,GPE
656,6398,0.778,0.222,0.0,Turkey
657,6290,0.0,0.592,0.408,US
658,8879,0.0,1.0,0.0,Moscow
659,7864,0.195,0.805,0.0,England
660,10024,0.098,0.671,0.232,US
661,7595,0.093,0.61,0.297,Russia
662,6943,0.0,1.0,0.0,Huge Mistake
663,7354,0.0,0.87,0.13,Oregon
664,5649,0.0,1.0,0.0,Us
665,9005,0.444,0.556,0.0,Syria
666,9111,0.0,1.0,0.0,UK
667,7294,0.177,0.64,0.182,Florida
668,6389,0.0,1.0,0.0,U.S.
669,9227,0.368,0.632,0.0,Saudi Arabia
670,9183,0.0,1.0,0.0,Yemen
671,5528,0.0,1.0,0.0,truckjunkie
672,9261,0.0,0.741,0.259,US
673,9335,0.0,0.748,0.252,Iran
674,5727,0.0,0.676,0.324,Sirte
675,9899,0.0,1.0,0.0,Italy
676,8196,0.298,0.702,0.0,Sweden
677,8391,0.319,0.539,0.142,Germany
678,9009,0.0,0.556,0.444,Russia
679,7902,0.383,0.617,0.0,China
680,7399,0.0,1.0,0.0,the United States
681,10429,0.196,0.804,0.0,US
682,9529,0.0,0.818,0.182,Syria
683,8077,0.0,1.0,0.0,America
684,6683,0.211,0.789,0.0,Washington
685,9957,0.0,0.5,0.5,Ireland
686,5604,0.0,1.0,0.0,Pa.
687,7760,0.0,1.0,0.0,Florida
688,6093,0.0,1.0,0.0,Washington
689,8830,0.119,0.881,0.0,U.S.
690,7998,0.434,0.566,0.0,Dublin City
691,9877,0.0,1.0,0.0,US
692,9328,0.0,1.0,0.0,Yemen
693,7907,0.155,0.845,0.0,Clyde
694,8438,0.0,0.859,0.141,Saudi Arabia
695,9166,0.464,0.536,0.0,Iran
696,6679,0.0,1.0,0.0,Iraq
697,6915,0.301,0.613,0.086,Syria
698,6106,0.655,0.345,0.0,Lebanon
699,9211,0.123,0.877,0.0,Bimbo
700,6410,0.0,1.0,0.0,Arizona
701,9778,0.191,0.461,0.349,Russia
702,6813,0.0,0.635,0.365,Colombia
703,8398,0.198,0.802,0.0,Japan
704,7042,0.0,0.798,0.202,Russia
705,8546,0.0,1.0,0.0,Russia
706,8496,0.0,1.0,0.0,Korea
707,6285,0.0,1.0,0.0,PA
708,8523,0.179,0.474,0.347,Yemen
709,9860,0.0,0.769,0.231,Airstrike
710,8971,0.167,0.833,0.0,Russia
711,8995,0.0,1.0,0.0,US
712,8369,0.194,0.486,0.319,Russia
713,9633,0.464,0.536,0.0,Vladivostok
714,6608,0.0,0.637,0.363,U.S.
715,6422,0.0,1.0,0.0,Russia
716,6153,0.246,0.59,0.165,America
717,7643,0.444,0.464,0.093,U.S.
718,10212,0.0,0.796,0.204,US
719,9495,0.234,0.702,0.064,US
720,6911,0.0,1.0,0.0,America
721,9663,0.0,1.0,0.0,Nebraska
722,10318,0.314,0.686,0.0,Russia
723,6653,0.235,0.765,0.0,America
724,10069,0.462,0.538,0.0,US
725,9216,0.111,0.889,0.0,Tunisia
726,5828,0.0,1.0,0.0,Libya
727,9118,0.211,0.789,0.0,Arkansas
728,9276,0.529,0.337,0.135,Ursula
729,6271,0.0,1.0,0.0,Pakistan
730,7636,0.252,0.748,0.0,Lynch
731,8836,0.0,1.0,0.0,US
732,6780,0.0,0.901,0.099,UK
733,8366,0.196,0.536,0.268,Russia
734,6277,0.216,0.784,0.0,IOWA
735,5895,0.0,1.0,0.0,Key Battleground States
736,10233,0.401,0.515,0.085,Fla.
737,7952,0.0,0.904,0.096,Russia
738,10010,0.0,1.0,0.0,Oregon
739,7395,0.532,0.468,0.0,Russia
740,5581,0.0,1.0,0.0,Yemen
741,7202,0.211,0.789,0.0,US
742,8098,0.277,0.723,0.0,The United States
743,5860,0.0,0.882,0.118,U.S.
744,8554,0.174,0.826,0.0,US
745,7377,0.0,1.0,0.0,US
746,5610,0.0,0.828,0.172,US
747,9588,0.0,1.0,0.0,Syria
748,9966,0.187,0.642,0.171,US
749,8632,0.0,1.0,0.0,US
750,8781,0.0,0.595,0.405,Pakistan
751,6431,0.175,0.583,0.242,China
752,9264,0.0,1.0,0.0,Russia
753,5317,0.372,0.37,0.259,U.S.
754,7847,0.0,0.828,0.172,Syria
755,8999,0.0,0.766,0.234,Russia
756,7091,0.0,1.0,0.0,Texas
757,6405,0.0,1.0,0.0,France
758,10128,0.272,0.564,0.164,Russia
759,7564,0.325,0.675,0.0,Syria
760,9594,0.382,0.618,0.0,Russia
761,7761,0.254,0.746,0.0,Malaysia
762,8018,0.0,1.0,0.0,US
763,8046,0.0,1.0,0.0,US
764,6008,0.0,0.745,0.255,UK
765,9043,0.173,0.827,0.0,Russia
766,7268,0.0,1.0,0.0,Russia
767,8244,0.0,1.0,0.0,Russia
768,6558,0.328,0.672,0.0,China
769,6973,0.0,1.0,0.0,Benghazi
770,6729,0.063,0.937,0.0,South Africa
771,8084,0.0,0.816,0.184,U.S.
772,9620,0.328,0.672,0.0,US
773,5385,0.0,1.0,0.0,Arkansas
774,6974,0.239,0.373,0.388,Douma
775,9210,0.2,0.8,0.0,Syria
776,5656,0.144,0.856,0.0,Saudi Arabia
777,7905,0.0,1.0,0.0,US
778,9617,0.0,1.0,0.0,Russia
779,6048,0.193,0.807,0.0,US
780,8851,0.091,0.909,0.0,Iraq
781,6279,0.0,1.0,0.0,Syria
782,6479,0.0,1.0,0.0,US
783,8479,0.0,0.732,0.268,Yugoslavia
784,6001,0.31,0.69,0.0,Russia
785,6769,0.509,0.259,0.233,Syria
786,9702,0.0,1.0,0.0,US
787,6333,0.0,1.0,0.0,Mosul
788,6499,0.164,0.836,0.0,France
789,9610,0.236,0.764,0.0,Ottoman Empire
790,7769,0.0,0.925,0.075,Saudi Arabia
791,6244,0.155,0.845,0.0,Douma
792,5289,0.265,0.605,0.13,Syria
793,8345,0.0,1.0,0.0,Estonia
794,5280,0.0,1.0,0.0,Russia
795,9190,0.091,0.726,0.183,America
796,8631,0.339,0.661,0.0,North Korea
797,7199,0.389,0.611,0.0,Israel
798,8373,0.242,0.758,0.0,America
799,6607,0.173,0.827,0.0,US
800,5614,0.0,1.0,0.0,Michigan
801,6031,0.142,0.858,0.0,US
802,7084,0.209,0.593,0.198,Destroyed
803,7860,0.0,1.0,0.0,America
804,6816,0.0,0.577,0.423,China
805,9724,0.0,1.0,0.0,Turkey
806,6674,0.0,0.476,0.524,Oakland
807,10284,0.464,0.536,0.0,Vatican
808,5383,0.0,1.0,0.0,US
809,7622,0.0,1.0,0.0,Brazil
